document	token_label	emotion_label
I did not wish to bind him by the advice which he would certainly have given me I had his troth and that sufficed And it was with a thrill of joy that I said to myself: 'What does it matter if M de Chalusse should be so angered by my refusal to obey him as to drive me from his house It will rather be so much the better Pascal will protect me.'	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O	anger
"She clasped her hands with a gesture of intense joy and relief and then sank into an arm-chair murmuring: ""Oh thanks monsieur thanks "" For she was thinking of Pascal and she had feared he might shrink from her when she fully revealed to him her wretched sorrowful past of which he was entirely ignorant But the magistrate's words had reassured her."	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-CAU I-CAU I-CAU I-CAU B-EMO I-EMO	happiness
"The magistrate shook his head sadly ""It is the same "" said he ""I also know him my poor child and I loved and honored him Yesterday I should have told you that he was worthy of you He was above slander But now see what depths love of play has brought him to He is a thief"	O O O O O B-EMO O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-CAU I-CAU I-CAU I-CAU	sadness
"Mademoiselle Marguerite's weakness vanished She sprang from her chair and indignantly faced the magistrate ""It is false "" she cried vehemently ""and what that paper says is false as well"	O O O O O O O O O O B-EMO O O O O B-CAU I-CAU O O O O O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	anger
"and her faith imparted an almost sublime expression to her face ""If I was overcome monsieur "" she continued ""it was only because I was appalled by the audacity of the accusation How was it possible to make Pascal even SEEM to be guilty of a dishonorable act This is beyond my powers of comprehension I am only certain of one thing--that he is innocent If the whole world rose to testify against him it would not shake my faith in him and even if he confessed that he was guilty I should be more likely to believe that he was crazed than culpable"	O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO I-EMO B-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	surprise
"She spoke these words with a sort of satisfaction expecting that the marquis would betray his disappointed covetousness by some significant gesture or exclamation and she was already prepared to rejoice at his confusion But her expectations were not realized Instead of evincing the slightest dismay or even regret de Valorsay drew a long breath as if a great burden had been lifted from his heart and his eyes sparkled with apparent delight ""Then I may venture to speak "" he exclaimed with unconcealed satisfaction ""I will speak rnademoiselle if you will deign to allow me."""	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-CAU I-CAU I-CAU I-CAU I-CAU O O O O B-EMO I-EMO I-EMO I-EMO I-EMO O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	sadness
"""Courage my dear "" he growled ""courage Don't give way Follow my example Look at me "" So saying he stepped back and it was really amusing to see the extraordinary effort he made to combine a soldier's stoicism with a friend's sorrow ""You must wonder at my delay my dear "" he resumed ""but it was not my fault I was at Madame de Rochecote's when I was informed that your messenger was at home waiting for me."	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO B-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	surprise
"Mademoiselle Marguerite sadly shook her head ""You are mistaken General the count left no will@@ and has made no provision whatever for me."""	O O B-EMO O O O O O O O O O O O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	sadness
"""Quite correct "" answered the magistrate and then as if he feared that he had gone too far he added: ""but draw your own conclusions respecting the matter You have the whole night before you We will talk it over again to-morrow and if I can be of service to you in any way I shall be only too glad."""	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O B-EMO I-EMO I-EMO I-EMO	happiness
"So saying he closed the door again and Marguerite was so overwhelmed by this last and unexpected misfortune that she could hardly stagger back to the vehicle ""Gone "" she murmured ""gone without a thought of me Or does he believe me to be like all the rest But I will find him again That man Fortunat who ascertained addresses for M de Chalusse will find Pascal for me."""	O O O O O O O O O O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	sadness
"Fortunat took compassion on the man's embarrassment ""In short "" he interrupted ""you wish to conceal a part of your capital from your creditors"	O O B-EMO O B-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O	sadness
"""Yes indeed m'sieur And why not My poor good mother hasn't been able to work for a year and who would care for her if I didn't Certainly not my father the good-for-nothing scamp who squandered all the Duke de Sairmeuse's money without giving us a sou of it Besides I'm like other men I'm anxious to be rich and enjoy myself I should like to ride in my carriage like other people do And whenever a gamin such as I was once opened the door for ME I should put a five-franc piece in his hand----"""	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO B-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	fear
"He had expected to find ""his dear extortioner"" exasperated by his loss cursing and swearing and demanding his money--but not at all He found him more gentle and calm colder and more reserved than ever brimful of resignation indeed and preaching submission to the inevitable ""What can this mean "" he thought with an anxious heart ""What mischief is the scoundrel plotting now I'd wager a thousand to one that he's forging some thunderbolt to crush me And in a haughty tone he said aloud:"	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO I-EMO I-EMO I-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O	fear
"But M Fortunat had resolved to listen to nothing He wished for no explanations so distrustful was he of himself--so much did he fear that his adventurous nature would urge him to incur further risk He was positively afraid of the Marquis de Valorsay's eloquence besides he knew well enough that the person who consents to listen is at least half convinced ""Tell me nothing monsieur "" he hastily answered ""it would be useless I haven't the money If I had given you ten thousand francs last night I should have been compelled to borrow them of M Prosper Bertomy And even if I had the money I should still say ' Impossible Every man has his system--his theory you know."	O O O O O O O O O O O O O O O O O O O O O O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	fear
"Victory perched upon the agent's banner and it was with a feeling of pride that he saw his noble client depart white and speechless with rage ""What a rascal that marquis is "" he muttered ""I would certainly warn Mademoiselle Marguerite poor girl if I were not so much afraid of him."""	O O O O O O O O O B-EMO I-EMO I-EMO I-EMO I-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	happiness
As he received high wages he served passably well but he employed the best part of his energy in watching the count He scented some great family secret in the household and he felt angry and humiliated that this secret had not been intrusted to his discretion And if he had discovered nothing it was because M de Chalusse had been caution personified as Madame Leon had declared.	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO I-EMO I-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O	anger
"With total disregard of prudence he talked with inexcusable freedom of the Count de Chalusse and M de Valorsay and especially of his enemy Mademoiselle Marguerite ""For it is she "" he exclaimed rapping on the table with his knife--""it is she who has taken the missing millions How she did it no one will ever know for she has not an equal in craftiness but it's she who has stolen them I'm sure of it I would have taken my oath to that effect before the magistrate and I would have proved it too if he hadn't taken her part because she's pretty--for she is devilishly pretty."""	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO O O O O O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	anger
"Once more the valet paused in his perusal of the letter to remark: ""There it is again sufficient to live upon and I expect to receive it from you --Excellent Women are remarkable creatures upon my word But listen to the rest 'It is absolutely necessary that I should see you as soon as possible Oblige me therefore by calling to-morrow October 15th at the Hotel de Homburg in the Rue du Helder You will ask for Madame Lucy Huntley and they will conduct you to me I shall expect you from three o'clock to six Come I implore you come It is painful to me to add that if I do not hear from you I am resolved to demand and OBTAIN--no matter what may be the consequences--the means which I have so far asked of you on my bended knees and with clasped hands"	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	sadness
"Having finished the letter Casimir laid it on the table and poured out a glassful of brandy which he drained at a single draught ""And that's all "" he remarked ""No signature--not even an initial It was a so-called respectable woman who wrote that They never sign their notes the hussies for fear of compromising themselves as I've reason to know And so saying he laughed the idiotic laugh of a man who has been drinking immoderately ""If I had time "" he resumed ""I should make some inquiries about this Madame Lucy Huntley--a feigned name evidently I should like to know---- But what's the matter with you Monsieur Fortunat You are as pale as death Are you ill"	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO O B-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	fear
"Fortunat sprang nimbly on to the pavement and handed five francs to the coachman who went off growling and swearing for he thought the reward a contemptibly small one coming as it did from a man whose life had been saved according to his own confession However the person the Jehu anathematized certainly did not hear him Standing motionless where he had alighted Fortunat scrutinized the house in front of him with close attention ""So she lives here "" he muttered ""This is the place but I can't present myself without knowing her name I must make some inquiries."""	O O O O O O O O O O O O O O O O O B-EMO I-EMO I-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	disgust
It is needless to say that M Fortunat was moved with sympathy he always evinced a respectful sympathy for the woes of others but in the present instance his emotion was greatly mitigated by the satisfaction he felt at having succeeded so quickly and so completely Madame d'Argeles had confessed everything This was indeed a victory for it must be admitted that he had trembled lest she should deny all and bid him leave the house.	O O O O O O O O O B-EMO I-EMO I-EMO B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	sadness
"The dismissal was so imperious that M Fortunat bowed and went off completely bewildered by this denouement ""She's crazy "" he said to himself ""Crazy in the fullest sense of the word She refuses the count's millions from a silly fear of telling people that she belongs to the Chalusse family She threatened her brother but she would never have carried her threats into execution And she prefers her present position to such a fortune What lunacy "" But although he was disappointed and angry he did not by any means despair ""Fortunately for me "" he thought ""this proud and haughty lady has a son somewhere in the world."	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	fear
One afternoon when Bruno came home from school he was surprised to find Maria the family's maid—who always kept her head bowed and never looked up from the carpet—standing in his bedroom pulling all his belongings out of the wardrobe and packing them in four large wooden crates even the things he'd hidden at the back that belonged to him and were nobody else's business.	O O O O O O O O O O B-EMO O O O O O O O O O O O O O O O O O O O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	surprise
'What are you doing ' he asked in as polite a tone as he could muster for although he wasn't happy to come home and find someone going through his possessions his mother had always told him that he was to treat Maria respectfully and not just imitate the Way Father spoke to her 'You take your hands off my things.'	O O O O O O O O O O O O O O O O O O O B-EMO I-EMO O O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	sadness
Mother had walked into her own bedroom by then but Lars the butler was in there packing her things too She sighed and threw her hands in the air in frustration before marching back to the staircase followed by Bruno who wasn't going to let the matter drop without an explanation.	O O O O O O O O O O O O O O O O B-CAU I-CAU I-CAU O O B-EMO O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	sadness
Bruno ran downstairs and even passed her out on the staircase so that he was waiting in the dining room when she arrived He looked at her without saying anything for a moment and thought to himself that she couldn't have applied her make-up correctly that morning because the rims of her eyes were more red than usual like his own after he'd been causing chaos and got into trouble and ended up crying.	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O B-EMO	sadness
"'What is ' he asked 'Am I being sent away '	'No not just you ' she said looking as if she might smile for a moment but thinking better of it We all are Your father and I Gretel and you All four of us Bruno thought about this and frowned He wasn't particularly bothered if Gretel was being sent away because she was a Hopeless Case and caused nothing but trouble for him But it seemed a little unfair that they all had to go with her."	O O O O O O O B-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O B-CAU B-CAU I-CAU I-CAU O O O O O O O O O B-EMO O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	sadness
He wasn't particularly bothered if Gretel was being sent away because she was a Hopeless Case and caused nothing but trouble for him But it seemed a little unfair that they all had to go with her.	O B-EMO I-EMO I-EMO O O O O O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O	happiness
"'And we all have to go too ' asked Bruno Of course we do ' said Mother 'You wouldn't want Father to go to his new job on his own and be lonely there would you '	'I suppose not ' said Bruno Father would miss us all terribly if we weren't with him ' she added."	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO O O O O B-CAU I-CAU I-CAU I-CAU O O O	sadness
Mother sighed and looked around the room as if she might never see it again It was a very beautiful house and had five floors in total if you included the basement where Cook  made all the food and Maria and Lars sat at the table arguing with each other and calling each other names that you weren't supposed to use And if you added in the little room at the top of the house with the slanted windows where Bruno could see right across Berlin if he stood up on his tiptoes and held onto the frame tightly.	O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	sadness
'Oh my ' said Mother with a laugh although it was a strange kind of laugh because she didn't look happy and turned away from Bruno as if she didn't want him to see her face 'Yes Bruno ' she said 'It's more than a mile away Quite a lot more than that in fact.'	O O O O O O O O O O O O O O O O O O B-EMO I-EMO I-EMO O O O O O O O O O O O O O O O O O O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O	sadness
Bruno's eyes opened wide and his mouth  made the shape of an O He felt his arms stretching out at his sides like they did whenever something surprised him 'You don't mean we're leaving Berlin ' he asked gasping for air as he got the words out 'I'm afraid so ' said Mother nodding her head sadly.	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O B-EMO	sadness
'Say goodbye to them ' he asked staring at her in surprise 'Say goodbye to them ' he repeated spluttering out the words as if his mouth was full of biscuits that he'd munched into tiny pieces but not actually swallowed yet 'Say goodbye to Karl and Daniel and Martin ' he continued his voice coming dangerously close to shouting which was not allowed indoors 'But they're my three best friends for life	B-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO O O O O O O O O O O O O O	anger
'I'm sorry Bruno ' said Mother 'but your plans are just going to have to wait We don't have a choice in this.'	O B-EMO O O O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O	sadness
'Bruno that's enough ' she said snapping at him now and standing up to show him that she was serious when she said that was enough 'Honestly only last week you were complaining about how much things have changed here recently.'	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO O O O B-CAU I-CAU I-CAU I-CAU I-CAU	sadness
'Everyone has to do that ' said Mother 'It keeps us safe And who knows maybe we'll be in less danger if we move away Now I need you to go upstairs and help Maria with your packing We don't have as much time to prepare as I would have liked thanks to some people Bruno nodded and walked away sadly knowing that 'some people' was a grown-up's word for 'Father' and one that he wasn't supposed to use himself.	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O B-EMO O O O O O O O O O O O O O O O O O O O	sadness
When he first saw their new house Bruno's eyes opened wide his mouth  made the shape of an O and his arms stretched out at his sides once again Everything about it seemed to be the exact opposite of their old home and he couldn't believe that they were really going to live there.	O O O O O B-CAU I-CAU O O O O B-EMO I-EMO I-EMO I-EMO I-EMO I-EMO I-EMO I-EMO O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	surprise
But there was something about the new house that  made Bruno think that no one ever laughed there that there was nothing to laugh at and nothing to be happy about.	O O O O O O O O O O O O O B-EMO I-EMO I-EMO I-EMO O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	sadness
Bruno had a pain in his stomach and he could feel something growing inside him something that when it worked its way up from the lowest depths inside him to the outside world would either make him shout and scream that the whole thing was wrong and unfair and a big mistake for which somebody would pay one of these days or just make him burst into tears instead.	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO I-EMO I-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O	anger
He couldn't understand how this had all come about One day he was perfectly content playing at home having three best friends for life sliding down banisters trying to stand on his tiptoes to see right across Berlin and now he was stuck here in this cold nasty house with three whispering maids and a waiter who was both unhappy and angry where no one looked as if they could ever be cheerful again.	O O O O O O O O O O O O O O B-EMO B-CAU I-CAU I-CAU B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU B-CAU I-CAU I-CAU B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	happiness
'Bruno I want you to go upstairs and unpack and I want you to do it now ' said Mother in an unfriendly voice and he knew that she meant business so he turned round and marched away without another word He could feel tears springing up behind his eyes but he was determined that he wouldn't allow them to appear.	O O O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO O O O O O O O O O O O O O O O O	sadness
Just at that moment there was a creak outside in the hallway and Bruno looked up to see the door of Mother and Father's room opening slightly He froze unable to move for a moment Mother was still downstairs which meant that Father was in there and he might have heard everything that Bruno had just said He watched the door hardly daring to breathe wondering whether Father might come through it and take him downstairs for a serious talking-to.	O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO O O O O O O O O O O O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O	fear
'One of your father's soldiers I suppose ' said Maria who had stood up very straight when the young man appeared and held her hands before her like a person in prayer She had stared down at the ground rather than at his face as if she was afraid she might be turned to stone if she looked directly at him she only relaxed when he had gone 'We'll get to know them in time.'	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O	fear
'I don't see what else there is to do other than that ' said Bruno sadly 'I don't even think there's going to be anyone to play with other than Gretel and what fun is that after all She's a Hopeless Case.'	B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O B-EMO O O O O O O O O O O O O O O O O O O O O O O O O O O	sadness
'I don't see what else there is to do other than that ' said Bruno sadly 'I don't even think there's going to be anyone to play with other than Gretel and what fun is that after all She's a Hopeless Case He felt as if he was about to cry again but stopped himself not wanting to look like a baby in front of Maria He looked around the room without fully lifting his eyes up from the ground trying to see whether there was anything of interest to be found.	B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	sadness
'Of course I did ' she replied 'You don't think I'd have left them at home Why it could be weeks before we're back there again 'Weeks ' said Bruno sounding disappointed but secretly pleased because he'd resigned himself to the idea of spending a month there 'Do you really think so	O O O O O O O O O O O O O O O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O B-EMO O O O O O O O O O O O O O O O O O	happiness
'Of course ' said Gretel who always spoke of Father as if he could never do any wrong and never got angry and always came in to kiss her goodnight before she went to sleep which if Bruno was to be really fair and not just sad about moving houses he would have admitted Father did for him too.	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO O B-CAU I-CAU O O O O O O O O O	sadness
'And I miss Hilda and Isobel and Louise ' said Gretel and Bruno tried to remember which of those three girls was the monster 'I don't think the other children look at all friendly ' said Bruno and Gretel immediately stopped putting one of her more terrifying dolls on a shelf and turned round to stare at him.	O O O O O O O O O O O O O O O O O O O O O O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O B-EMO I-EMO I-EMO	anger
There wasn't any grass after the fence in fact there was no greenery anywhere to be seen in the distance Instead the ground was  made of a sand-like substance and as far as she could make out there was nothing but low huts and large square buildings dotted around and one or two smoke stacks in the distance She opened her mouth to say something but when she did she realized that she couldn't find any words to express her surprise and so she did the only sensible thing she could think of and closed it again.	O O O O O O O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O B-EMO O O O O O O O O O O O O O O O O	surprise
'Look over there ' said Bruno and Gretel followed the direction of the finger he was pointing and saw emerging from a hut in the distance a group of children huddled together and being shouted at by a group of soldiers The more they were shouted at the closer they huddled together but then one of the soldiers lunged towards them and they separated and seemed to do what he had wanted them to do all along which was to stand in a single line When they did the soldiers all started to laugh and applaud them.	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O B-CAU I-CAU O O O O O B-EMO I-EMO I-EMO O	happiness
'Look over there ' said Bruno and Gretel followed the direction of the finger he was pointing and saw emerging from a hut in the distance a group of children huddled together and being shouted at by a group of soldiers The more they were shouted at the closer they huddled together but then one of the soldiers lunged towards them and they separated and seemed to do what he had wanted them to do all along which was to stand in a single line When they did the soldiers all started to laugh and applaud them 'It must be some sort of rehearsal ' suggested Gretel ignoring the fact that some of the children even some of the older ones even the ones as grown up as her looked as if they were crying.	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO	sadness
Bruno walked slowly down the stairs and hesitated for a moment outside the door He felt sad that Father had not come up to say hello to him in the hour or so that he had been here but it had been explained to him on many occasions just how busy Father was and that he couldn't be disturbed by silly things like saying hello to him all the time But the soldiers had left now and he thought it would be all right if he knocked on the door.	O O O O O O O O O O O O O O O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	sadness
'You were a help to your mother and sister in closing the house ' 'Yes Father ' said Bruno 'Then I'm proud of you ' said Father approvingly 'Sit down boy.'	B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O B-EMO O O O O O O O O O	happiness
'What do I think ' asked Bruno 'What do I think of what ' 'Of your new home Do you like it ' 'No ' said Bruno quickly because he always tried to be honest and knew that if he hesitated even for a moment then he wouldn't have the nerve to say what he really thought 'I think we should go home ' he added bravely Father's smile faded only a little and he glanced down at his letter for a moment before looking back up again as if he wanted to consider his reply carefully 'Well we are home Bruno ' he said finally in a gentle voice 'Out-With is our new home.'	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O B-EMO I-EMO I-EMO I-EMO I-EMO O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	sadness
'I want to go home ' said Bruno He could feel tears welling up behind his eyes and wanted nothing more than for Father to realize just how awful a place Out-With really was and agree that it was time to leave.	B-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O B-EMO O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	sadness
Bruno looked around His gaze landed on the window in the corner of the room and through it he could see the awful landscape beyond 'Did you do something wrong ' he asked after a moment 'Something that  made the Fury angry ' 'Me ' said Father looking at him in surprise 'What do you mean	O O O O O O O O O O O O O O O O O O O O O O O O O B-CAU I-CAU I-CAU I-CAU I-CAU O B-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O B-EMO O O O O	surprise
'Did you do something bad in work I know that everyone says you're an important man and that the Fury has big things in mind for you but he'd hardly send you to a place like this if you hadn't done something that he wanted to punish you for Father laughed which upset Bruno even more there was nothing that made him more angry than when a grown-up laughed at him for not knowing something especially when he was trying to find out the answer by asking questions.	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O	anger
