clause	token_label	emotion-label	doc_id
And daily I rejoiced to see his form And prowess.	O O O O O O O O O O	happiness	1616
But now	O O	anger	1617
help thou the Myrmidons and Greeks In their sore strait: wreak on the foe thy wrath for thy brave sire It shall be thy renown To slay this war-insatiate Telephus' son.	O O O O O O O O O O O O O O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	anger	1617
Methinks I see Himself beside the ships	O O O O O O O	anger	1618
as when his shout Of wrath for dead Patroclus shook the ranks Of Troy	O O O O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	anger	1618
t he is with the Immortal Ones	O O O O O O O	anger	1618
Yet	O	anger	1618
bending from that heaven	O O O O	anger	1618
sends thee to-day To save the Argives on destruction's brink.	O O O O O O O O O O	anger	1618
Onward they whirled him	O O O O	happiness	1619
those immortal steeds	O O O	happiness	1619
The which	O O	happiness	1619
when now he longed to chase the foe Back from the ships	O O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	happiness	1619
Automedon	O	happiness	1619
who wont To rein them for his father	O O O O O O O O	happiness	1619
brought to him.	O O O	happiness	1619
So the spear Of the avenger slew him not	O O O O O O O O O	fear	1622
whose doom Was one day wretchedly to be devoured By the manslaying Cyclops: so it pleased Stern Fate	O O O O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O	fear	1622
I know not why.	O O O O	fear	1622
But	O	anger	1623
no whir staggered by its whirlwind rush	O O O O O O O	anger	1623
He like a giant mountain-foreland stood Which all the banded fury of river-floods Can stir not	O O O O O O O O O O B-EMO B-CAU I-CAU I-CAU I-CAU I-CAU	anger	1623
rooted in the eternal hills.	O O O O O	anger	1623
Into the battle's heart Tossing his massy spear	O O O O O O O O	sadness	1624
he came	O O	sadness	1624
with a shout He cheered the Trojans on to face the foe	O O O O O O O O O O O O	sadness	1624
They heard	O O	sadness	1624
and marvelled at that wondrous cry@	O B-EMO O B-CAU I-CAU I-CAU	sadness	1624
Not seeing the God's immortal form	O O O O O O	sadness	1624
nor steeds	O O	sadness	1624
Veiled in dense mist.	O O O O	sadness	1624
Even as in agony he leapt full height	O O O B-EMO B-CAU I-CAU I-CAU I-CAU	sadness	1626
Yet once again the archer's arrow hissed: It pierced his throat	O O O O O O O O O O O	sadness	1626
through the neck-sinews cleft Unswerving	O O O O O	sadness	1626
Quaked the earth And Xanthus' murmuring streams	O O O O O O O	fear	1627
so mightily She shook them: terror-stricken were the souls Of all the Nymphs adread for Priam's town	O O O O O B-EMO B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	fear	1627
From her immortal armour flashed around The hovering lightnings.	O O O O O O O O O	fear	1627
Till the great storm abate	O O O O O	fear	1628
and rivers	O O	fear	1628
wide With rushing floods	O O O O	fear	1628
again be passable	O O O	fear	1628
So trembling on their walls they abode the rage Of foes against their ramparts surging fast.	O B-EMO B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	fear	1628
But Ganymedes saw from heaven	O O O O O	fear	1629
and cried	O O	fear	1629
"Anguished with fear for his own fatherland: ""O Father Zeus"	O O B-EMO O B-CAU I-CAU I-CAU O O O	fear	1629
if of thy seed I am	O O O O O O	fear	1629
If at thine best I left far-famous Troy For immortality with deathless Gods	O O O O O O O O O O O O O	fear	1629
O hear me now	O O O O	fear	1629
whose soul is anguish-thrilled	O O O O	fear	1629
Therefore this day I dread the might of Zeus	O O O O B-EMO B-CAU I-CAU I-CAU I-CAU	fear	1630
Now	O	fear	1630
pass we to the ships	O O O O O	fear	1630
since for to-day He helpeth Troy	O O O O O O	fear	1630
To us too shall he grant Glory hereafter.	O O O O O O O O	fear	1630
For now in heaven-descended Priam's burg By thousands are her people perishing: No respite cometh from calamity: Murder and havoc evermore increase.	O O O O O O O O O O O B-EMO B-CAU I-CAU I-CAU I-CAU I-CAU O O O O O	disgust	1631
The Trojans heard that shout	O O O O O	fear	1632
and saw that host	O O O O	fear	1632
And marvelled	O O	fear	1632
ushed with fear were all their hearts Foreboding doom	O O B-EMO O O O O O O	fear	1632
for like a huge cloud seemed That throng of foes: with clashing arms they came: Volumed and vast the dust rose 'neath their feet.	O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O	fear	1632
All trembled as they prayed for husbands	O O O O O O O	fear	1633
sons	O	fear	1633
And brothers: white-haired sires amidst them sat	O O O O O O O	fear	1633
And gazed	O O	fear	1633
while anguished fear for sons devoured Their hearts	O O B-EMO O B-CAU I-CAU I-CAU I-CAU	fear	1633
t Helen in her bower abode Amidst her maids	O O O O O O O O O	fear	1633
there held by utter shame.	O O O O O	fear	1633
Then	O	happiness	1634
eager for the Trojans' help	B-EMO O B-CAU I-CAU I-CAU	happiness	1634
swooped down Out of Olympus	O O O O O	happiness	1634
cloaked about with clouds	O O O O	happiness	1634
The son of Leto	O O O O	happiness	1634
Mighty rushing winds Bare him in golden armour clad	O O O O O O O O O	happiness	1634
and gleamed With lightning-splendour of his descent the long Highways of air.	O O O O O O O O O O O O	happiness	1634
Then	O	fear	1635
overawed by the brother of his sire	O O O O O O O	fear	1635
And fearing for Troy's fate and for her folk	O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	fear	1635
To heaven went back Apollo	O O O O O	fear	1635
to the sea Poseidon	O O O O	fear	1635
But the sons of men fought on	O O O O O O O	fear	1635
And slew	O O	fear	1635
and Strife incarnate gloating watched.	O O O O O	fear	1635
And so hath been constrained in agony To bite with fierce teeth through the prisoned limb Ere it could win back to its cave	O O O O O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	sadness	1636
and there In hunger and torturing pains it languisheth.	O O O O O O O O O	sadness	1636
Hearkening he sat To Odysseus and to godlike Diomede	O O O O O O O O O	anger	1637
And all the hoarded wrath for olden wrongs And all the torturing rage	O O O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	anger	1637
melted away.	O O	anger	1637
Then all their mightiest men gave ear to him Save twain	O O O O O O O O O O O	happiness	1638
fierce-hearted Neoptolemus And Philoctetes mighty-souled	O O O O O	happiness	1638
for these Still were insatiate for the bitter fray	O O O O O O O O O	happiness	1638
Still longed for turmoil of the fight	O B-EMO O B-CAU I-CAU I-CAU I-CAU	happiness	1638
ey bade Their own folk bear against that giant wall What things soe'er for war's assaults avail	O O O O O O O O O O O O O O O O O	happiness	1638
In hope to lay that stately fortress low	O O O O O O O O	happiness	1638
Seeing Heaven's decrees had brought them both to war.	O O O O O O O O O	happiness	1638
And all their souls were thrilled with lust of war: There gathered too the Lords of the wide SeaThese in their wrath were eager to destroy The Horse of Guile and all the ships	O O O O O B-EMO O B-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O	happiness	1639
and those Fair Ilium.	O O O O	happiness	1639
This horse by Calchas' counsel fashioned they For wise Athena	O O O O O O O O O O	anger	1640
to propitiate Her stern wrath for that guardian image stol'n From Troy	O O O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	anger	1640
And by Odysseus' prompting I Was marked for slaughter	O O O O O O O O O	anger	1640
to be sacrificed To the sea-powers	O O O O O O	anger	1640
beside the moaning waves	O O O O	anger	1640
To win them safe return.	O O O O O	anger	1640
Then did the Goddess strike him utterly blind	O O O O O O O O	sadness	1642
Stared his fixed eyeballs white from pits of blood	O O O O O O O O O	sadness	1642
And all folk groaned for pity of their friend	O O O B-EMO O B-CAU I-CAU I-CAU I-CAU	sadness	1642
And dread of the Prey-giver	O O O O O	sadness	1642
lest he had sinned In folly against her	O O O O O O O O	sadness	1642
and his mind was thus Warped to destruction yea.	O O O O O O O O O	sadness	1642
Beneath a rugged cliff Exceeding high	O O O O O O	fear	1643
unscalable	O	fear	1643
wherein Dwelt fearful monsters of the deadly brood Of Typhon	O O B-EMO O O B-CAU I-CAU I-CAU I-CAU I-CAU	fear	1643
in the rock-clefts of the isle Calydna that looks Troyward from the seaThence stirred she up the strength of serpents twain.	O O O O O O O O O O O O O O O O O O O O O	fear	1643
The mother forgat her child	O O O O O	fear	1644
Fear-frenzied as she fled: all Troy became One shriek of fleers	B-EMO O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	fear	1644
one huddle of jostling limbs: The streets were choked with cowering fugitives.	O O O O O O O O O O O O	fear	1644
Their hearts beat high with hope To escape the weary stress of woeful war	O O O O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	happiness	1645
Howbeit the victims burned not	O O O O O	happiness	1645
and the flames Died out	O O O O O	happiness	1645
as though 'neath heavy-hissing rain.	O O O O O	happiness	1645
But straightway from her hands they plucked and flung Afar the fire and steel	O O O O O O O O O O O O O O	happiness	1646
and careless turned To the feast	O O O O O O	happiness	1646
for darkened o'er them their last night	O O O O O O O	happiness	1646
Within the horse the Argives joyed to hear The uproar of Troy's feasters setting at naught Cassandra	O O O O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	happiness	1646
but they marvelled that she knew So well the Achaeans' purpose and device.	O O O O O O O O O O O O O	happiness	1646
All his heaviness of cheer And misery vanished by the Immortals' will	O O O O O O O O O O O O	happiness	1648
And glad at heart were all that looked on him	O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	happiness	1648
And from affliction he awoke to joy	O O O O O O O	happiness	1648
Over the bloodless face the flush of health Glowed	O O O O O O O O O	happiness	1648
and for wretched weakness mighty strength Thrilled through him: goodly and great waxed all his limbs.	O O O O O O O O O O O O O O O O	happiness	1648
Man after man he slew like some fierce beast	O O O O O O O O O	fear	1649
And foes shrank from the terrible rage that burned On his life's verge	O O B-EMO B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	fear	1649
nor reeked of imminent doom	O O O O O	fear	1649
Yea	O	fear	1649
peerless deeds in that fight had he done	O O O O O O O O	fear	1649
Had not his hands grown weary	O O O O O O	fear	1649
his spear-head Bent utterly.	O O O O	fear	1649
"Then in exceeding feebleness he spake: ""O reverenced wife"	O O O O O O O O O	anger	1651
turn not from me in hate For that I left thee widowed long ago	O O O O O B-EMO O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	anger	1651
Not of my will I did it: the strong Fates Dragged me to Helen -- oh that I had died Ere I embraced her -- in thine arms had died	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	anger	1651
This should offend The Prayers	O O O O O	anger	1652
the Daughters of the Thunderer Zeus	O O O O O O	anger	1652
Whose anger followeth unrelenting pride With vengeance	O B-EMO O B-CAU I-CAU I-CAU I-CAU	anger	1652
and the Erinnys executes Their wrath.	O O O O O O	anger	1652
Yea	O	sadness	1653
for through thee	O O O	sadness	1653
thou miscreant	O O	sadness	1653
sorrow came On deathless Gods	B-EMO O O O O	sadness	1653
for sons and sons' sons slain	B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	sadness	1653
Hence from my threshold	O O O O	sadness	1653
-- to thine Helen go	O O O O O	sadness	1653
Agonize day and night beside her bed.	O O O O O O O	sadness	1653
"And cried to her heart with miserable moans: ""Woe for my wickedness"	O B-EMO O O O O O O B-CAU I-CAU I-CAU I-CAU	sadness	1655
O hateful life	O O O	sadness	1655
I loved mine hapless husband -- dreamed with him To pace to eld's bright threshold hand in hand	O O O O O O O O O O O O O O O O O O	sadness	1655
And heart in heart	O O O O	sadness	1655
Troy's daughters mourned within her walls	O O B-EMO B-CAU I-CAU I-CAU	sadness	1656
might none Go forth to Paris' tomb	O O O O O O O	sadness	1656
for far away From high-built Troy it lay	O O O O O O O O	sadness	1656
But the young men Without the city toiled unceasingly In fight wherein from slaughter rest was none	O O O O O O O O O O O O O O O O O	sadness	1656
Though dead was Paris.	O O O O	sadness	1656
Far from his brawny hand Euryalus hurled A massy stone	O O O O O O O O O O	anger	1657
and shook the ranks of Troy	O O O O O O	anger	1657
As when in anger against long-screaming cranes A watcher of the field leaps from the ground	O O O B-EMO B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	anger	1657
In swift hand whirling round his head the sling	O O O O O O O O O	anger	1657
And speeds the stone against them	O O O O O O	anger	1657
scattering Before its hum their ranks far down the wind Outspread.	O O O O O O O O O O O	anger	1657
Suddenly spake the God to these In Polymestor's shape	O O O O O O O O O	disgust	1658
"the seer his mother By Xanthus bare to the Far-darter's priest: ""Eurymachus"	O O O O O O O O O O O O	disgust	1658
Aeneas	O	disgust	1658
seed of Gods	O O O	disgust	1658
'Twere shame if ye should flinch from Argives	O B-EMO B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	disgust	1658
Nay	O	disgust	1658
Not Ares' self should joy to encounter you	O O O O O O O O	disgust	1658
An ye would face him in the fray	O O O O O O O O	disgust	1658
"for Fate Hath spun long destiny-threads for thee and thee."""	O O O O O O O O O O	disgust	1658
He spake	O O	anger	1659
and vanished	O O	anger	1659
mingling with the winds	O O O O	anger	1659
But their hearts felt the God's power: suddenly Flooded with boundless courage were their frames	O O O O O O O O O O O O O O O	anger	1659
Maddened their spirits: on the foe they leapt Like furious wasps that in a storm of rage Swoop upon bees	B-EMO O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	anger	1659
beholding them draw nigh In latter-summer to the mellowing grapes	O O O O O O O O O O	anger	1659
Or from their hives forth-streaming thitherward.	O O O O O O	anger	1659
So fiercely leapt these sons of Troy to meet War-hardened Greeks	O O O O O O O O O O O	happiness	1660
The black Fates joyed to see Their conflict	O O O B-EMO O B-CAU I-CAU I-CAU	happiness	1660
Ares laughed	O O	happiness	1660
Enyo yelled Horribly	O O O	happiness	1660
Loud their glancing armour clanged: They stabbed	O O O O O O O	happiness	1660
they hewed down hosts of foes untold With irresistible hands.	O O O O O O O O O O	happiness	1660
The distresses of the young couple at this period were subjects of pleasant reflexion during their prosperity--as recorded in the Diary	O B-EMO O O O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O	sadness	1661
25th February	O O	sadness	1661
1667.	O	sadness	1661
But not very heartily	O O O O	fear	1662
for I feared that his doing of it was only to ease himself of the salary which he gives me	O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	fear	1662
Moore and I went to the French Ordinary	O O O O O O O O	fear	1662
where Mr	O O	fear	1662
Downing this day feasted Sir Arth.	O O O O O O	fear	1662
Then came he in	O O O O	surprise	1663
and took a very civil leave of me	O O O O O O O O	surprise	1663
beyond my expectations	B-EMO I-EMO I-EMO	surprise	1663
for I was afraid that he would have told me something of removing me from my office	O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	surprise	1663
but he did not	O O O O	surprise	1663
but that he would do me any service that lay in his power.	O O O O O O O O O O O O O	surprise	1663
Great	O	sadness	1664
good	O	sadness	1664
and just	O O	sadness	1664
could I but rate My grief and thy too rigid fate	O O O O O O O O O O O	sadness	1664
I'd weep the world to such a strain That it should deluge once again	O B-EMO O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	sadness	1664
But since thy loud-tongued blood demands supplies More from Briareus' hands	O O O O O O O O O O O	sadness	1664
than Argus' eyes	O O O	sadness	1664
I'll sing thy obsequies with trumpet sounds	O O O O O O O	sadness	1664
And write thy epitaph with blood and wounds.	O O O O O O O O	sadness	1664
And how that he is quite ashamed of himself	O O O O O O B-EMO O O	sadness	1665
and confesses how he had deserved this	O O O O O O O	sadness	1665
for his baseness to his brother	O B-CAU I-CAU I-CAU I-CAU I-CAU	sadness	1665
And that he is like to pay part of the money	O O O O O O O O O O O	sadness	1665
paid out of the Exchequer during the Committee of Safety	O O O O O O O O O O	sadness	1665
out of his own purse again	O O O O O O	sadness	1665
which I am glad on.	O O O O O	sadness	1665
I heard the news of a letter from Monk	O O O O O O O O O	surprise	1666
who was now gone into the City again	O O O O O O O O	surprise	1666
and did resolve to stand for the sudden filling up of the House	O O O O O O O O O O O O O	surprise	1666
and it was very strange how the countenance of men in the Hall was all changed with joy in half an hour's time.	O O O B-EMO I-EMO B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	surprise	1666
We took coach for the City to Guildhall	O O O O O O O O	happiness	1667
where the Hall was full of people expecting Monk and Lord Mayor to come thither	O O O O O O O O O O O O O O O	happiness	1667
and all very joyfull Met Monk coming out of the chamber where he had been with the Mayor and Aldermen	O O O B-EMO B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	happiness	1667
but such a shout I never heard in all my life.	O O O O O O O O O O O	happiness	1667
That many in the House do press for new oaths to be put upon men	O O O O O O O O O O O O O O O	sadness	1668
whereas we have more cause to be sorry for the many oaths that we have already taken and broken That the late petition of the fanatique people prevented by Barebone	O O O O O O B-EMO I-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	sadness	1668
for the imposing of an oath upon all sorts of people	O O O O O O O O O O O	sadness	1668
was received by the House with thanks.	O O O O O O O	sadness	1668
He told me how Hasselrigge was afraid to have the candle carried before him	O O O O O O O O O O O O O O	fear	1669
for fear that the people seeing him would do him hurt	O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	fear	1669
and that he was afraid to appear In the City.	O O O O O O O O O O	fear	1669
Then I	O O	fear	1670
by coach with my Lord	O O O O O	fear	1670
to Mr	O O	fear	1670
Crewe's	O	fear	1670
in our way talking of publick things	O O O O O O O	fear	1670
He told me he feared there was new design hatching@	O O O O B-EMO B-CAU I-CAU I-CAU I-CAU I-CAU	fear	1670
as if Monk had a mind to get into the saddle.	O O O O O O O O O O O	fear	1670
After that to the Admiralty	O O O O O	fear	1671
where a good while with Mr	O O O O O O	fear	1671
Blackburne	O	fear	1671
who told me that it was much to be feared that the King would come in	O O O O O O O O O B-EMO O O O O O O	fear	1671
for all good men and good things were now discouraged	O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	fear	1671
Thence to Wilkinson's	O O O	fear	1671
where Mr	O O	fear	1671
Shepley and I dined.	O O O O	fear	1671
This day we had news of the election at Huntingdon for Bernard and Pedley	O O O O O O O O O O O O O O	disgust	1672
John Bernard and Nicholas Pedley	O O O O O	disgust	1672
re-elected in the next Parliament	O O O O O	disgust	1672
at which my Lord was much troubled for his friends' missing of it.	O O O O B-EMO I-EMO I-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU	disgust	1672
15th (Lord's day)	O O O	happiness	1673
To sermon	O O	happiness	1673
and then to dinner	O O O O	happiness	1673
where my Lord told us that the University of Cambridge had a mind to choose him for their burgess	O O O O O O O O O O O O O O O O O O O	happiness	1673
which he pleased himself with	O O B-EMO O O	happiness	1673
to think that they do look upon him as a thriving man	O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	happiness	1673
and said so openly at table.	O O O O O O	happiness	1673
The chief is that	O O O O	fear	1674
that I had from Mr	O O O O O	fear	1674
Moore	O	fear	1674
viz	O	fear	1674
that he fears the Cavaliers in the House will be so high	O O B-EMO B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	fear	1674
that the other will be forced to leave the House and fall in with General Monk	O O O O O O O O O O O O O O O O	fear	1674
and so offer things to the King so high on the Presbyterian account that he may refuse	O O O O O O O O O O O O O O O O O	fear	1674
and so they will endeavour some more mischief.	O O O O O O O O	fear	1674
Which story is very strange that he should lose his reputation of being a man of courage now at one blow for that he was not able to fight one stroke	O O O B-EMO I-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	surprise	1675
but desired of Colonel Igoldsby several times to let him escape.	O O O O O O O O O O O	surprise	1675
I went with Captain Hayward 'to the Plymouth and Essex	O O O O O O O O O O	happiness	1676
and did what I had to do and returned	O O O O O O O O O	happiness	1676
where very merry at dinner After dinner	O B-EMO I-EMO O O O O	happiness	1676
to the rest of the ships quite through the fleet Which was a very brave sight to visit all the ships	B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	happiness	1676
and to be received with the respect and honour that I was on board them all.	O O O O O O O O O O O O O O O O	happiness	1676
I returned to the Nazeby	O O O O O	happiness	1677
where my Lord was much pleased to hear how all the fleet took it in a transport of joy	O O O O B-EMO I-EMO O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	happiness	1677
showed me a private letter of the King's to him	O O O O O O O O O O	happiness	1677
and another from the Duke of York in such familiar style as their common friend	O O O O O O O O O O O O O O O	happiness	1677
with all kindness imaginable	O O O O	happiness	1677
After Cromwell had put down the House Of Peers	O O O O O O O O O	happiness	1678
he was chosen a Member of the House of Commons	O O O O O O O O O O	happiness	1678
and sat with them	O O O O	happiness	1678
ob	O	happiness	1678
1660	O	happiness	1678
That my Lord is very joyful that other countries do pay him the civility and respect due to him.	O O O O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	happiness	1678
He ends his letter	O O O O	disgust	1679
that he is confounded with the thoughts of the high expressions of love to him in the King's letter and concludes.	O O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	disgust	1679
It fell very well to-day	O O O O O	happiness	1680
a stranger preached here for Mr	O O O O O O	happiness	1680
Ibbot	O	happiness	1680
one Mr	O O	happiness	1680
Stanley	O	happiness	1680
who prayed for King Charles	O O O O O	happiness	1680
by the Grace of God	O O O O O	happiness	1680
&c	O	happiness	1680
which gave great contentment to the gentlemen that were on board here	O O B-EMO I-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	happiness	1680
and they said they would talk of it	O O O O O O O O	happiness	1680
when they come to Breda	O O O O O	happiness	1680
as not having it done yet in London so publickly.	O O O O O O O O O O	happiness	1680
In the afternoon my Lord and I walked together in the coach two hours	O O O O O O O O O O O O O O	disgust	1681
talking together upon all sorts of discourse: as religion	O O O O O O O O O	disgust	1681
wherein he is	O O O	disgust	1681
I perceive	O O	disgust	1681
wholly sceptical	B-EMO I-EMO	disgust	1681
saying	O	disgust	1681
that indeed the Protestants as to the Church of Rome are wholly fanatiques.	O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	disgust	1681
Without making any stay at Dover The shouting and joy expressed by all is past imagination seeing that my Lord did not stir out of his barge	O O O O O O O O O B-EMO O O O O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	happiness	1682
I got into a boat and so into his barge My Lord almost transported with joy that he had done all this without any the least blur or obstruction in the world.	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	happiness	1682
Being with my Lord in the morning about business in his cabbin	O O O O O O O O O O O O	happiness	1683
I took occasion to give him thanks for his love to me in the share that he had given me of his Majesty's money	O O O O O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	happiness	1683
and the Duke's.	O O O	happiness	1683
It was strange to see how all the people flocked together bare	O O B-EMO O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	surprise	1684
to see the King looking out of the Council window	O O O O O O O O O O	surprise	1684
At night my Lord told me how my orders that I drew last night about giving us power to act	O O O O O O O O O O O O O O O O O O O O	surprise	1684
are granted by the Council.	O O O O O	surprise	1684
This morning my brother Tom brought me my jackanapes coat with silver buttons	O O O O O O O O O O O O O	fear	1685
It rained this morning	O O O O	fear	1685
which	O	fear	1685
makes us fear that the glory of this day will be lost	O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	fear	1685
the King and Parliament being to be entertained by the City to-day with great pomp.	O O O O O O O O O O O O O O O	fear	1685
My Lord and I upon our knees together took our oaths of Allegiance and Supremacy	O O O O O O O O O O O O O O O	fear	1686
and the Oath of the Privy Seale	O O O O O O O	fear	1686
of which I was much glad	O O O O O O	fear	1686
though I am not likely to get anything by it at present	O O O O O O O O O O O O	fear	1686
but I do desire it	O O O O O	fear	1686
for fear of a turn-out of our office.	O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU	fear	1686
An Oxford man	O O O	anger	1687
who spoke very much against the height of the now old clergy	O O O O O O O O O O O O	anger	1687
for putting out many of the religious fellows of Colleges	O O O O O O O O O O	anger	1687
and inveighing against them for their being drunk	O B-EMO O O O B-CAU I-CAU I-CAU	anger	1687
It being post-night	O O O	anger	1687
I wrote to my Lord to give him notice that all things are well.	O O O O O O O O O O O O O O	anger	1687
I was much troubled	O O O O	fear	1688
for fear of being forced to pay the money myself	O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	fear	1688
Called at my father's going home	O O O O O O	fear	1688
and bespoke mourning for myself	O O B-EMO O O	fear	1688
for the death of the Duke of Gloucester.	O O O O O O O O	fear	1688
He seemed to be in a melancholy humour	O O O O O O O O	fear	1689
which	O	fear	1689
I was told by W	O O O O O	fear	1689
Howe	O	fear	1689
was for that he had lately lost a great deal of money at cards	O O O O O O O O O O O O O O	fear	1689
which he fears he do too much addict himself to now-a-days.	O O B-EMO B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	fear	1689
Chetwind told me that he did fear that this late business of the Duke of York's would prove fatal to my Lord Chancellor	O O O O O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	fear	1690
To our office	O O O	fear	1690
where we met all	O O O O	fear	1690
for the sale of two ships by an inch of candle (the first time that ever I saw any of this kind)	O O O O O O O O O O O O O O O O O O O O O O	fear	1690
where I observed how they do invite one another	O O O O O O O O O	fear	1690
and at last how they all do cry	O O O O O O O O	fear	1690
and we have much to do to tell who did cry last.	O O O O O O O O O O O O	fear	1690
I went with the Treasurer in his coach to White Hall	O O O O O O O O O O O	anger	1691
and in our way	O O O O	anger	1691
in discourse	O O	anger	1691
do find him a very good-natured man	O O O O O O O	anger	1691
and	O	anger	1691
talking of those men who now stand condemned for murdering the King	O O O O O O O B-EMO O B-CAU I-CAU I-CAU	anger	1691
